"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"458","Non-pandemic","Influenza","Service to Admission",-720,NA
"459","Non-pandemic","Influenza","Service to Admission",-719,NA
"460","Non-pandemic","Influenza","Service to Admission",-718,NA
"461","Non-pandemic","Influenza","Service to Admission",-717,NA
"462","Non-pandemic","Influenza","Service to Admission",-716,NA
"463","Non-pandemic","Influenza","Service to Admission",-715,NA
"464","Non-pandemic","Influenza","Service to Admission",-714,NA
"465","Non-pandemic","Influenza","Service to Admission",-713,NA
"466","Non-pandemic","Influenza","Service to Admission",-712,NA
"467","Non-pandemic","Influenza","Service to Admission",-711,NA
"468","Non-pandemic","Influenza","Service to Admission",-710,NA
"469","Non-pandemic","Influenza","Service to Admission",-709,NA
"470","Non-pandemic","Influenza","Service to Admission",-708,NA
"471","Non-pandemic","Influenza","Service to Admission",-707,NA
"472","Non-pandemic","Influenza","Service to Admission",-706,NA
"473","Non-pandemic","Influenza","Service to Admission",-705,NA
"474","Non-pandemic","Influenza","Service to Admission",-704,NA
"475","Non-pandemic","Influenza","Service to Admission",-703,NA
"476","Non-pandemic","Influenza","Service to Admission",-702,NA
"477","Non-pandemic","Influenza","Service to Admission",-701,NA
"478","Non-pandemic","Influenza","Service to Admission",-700,NA
"479","Non-pandemic","Influenza","Service to Admission",-699,NA
"480","Non-pandemic","Influenza","Service to Admission",-698,NA
"481","Non-pandemic","Influenza","Service to Admission",-697,NA
"482","Non-pandemic","Influenza","Service to Admission",-696,NA
"483","Non-pandemic","Influenza","Service to Admission",-695,NA
"484","Non-pandemic","Influenza","Service to Admission",-694,NA
"485","Non-pandemic","Influenza","Service to Admission",-693,NA
"486","Non-pandemic","Influenza","Service to Admission",-692,NA
"487","Non-pandemic","Influenza","Service to Admission",-691,NA
"488","Non-pandemic","Influenza","Service to Admission",-690,NA
"489","Non-pandemic","Influenza","Service to Admission",-689,NA
"490","Non-pandemic","Influenza","Service to Admission",-688,NA
"491","Non-pandemic","Influenza","Service to Admission",-687,NA
"492","Non-pandemic","Influenza","Service to Admission",-686,NA
"493","Non-pandemic","Influenza","Service to Admission",-685,NA
"494","Non-pandemic","Influenza","Service to Admission",-684,NA
"495","Non-pandemic","Influenza","Service to Admission",-683,NA
"496","Non-pandemic","Influenza","Service to Admission",-682,NA
"497","Non-pandemic","Influenza","Service to Admission",-681,NA
"498","Non-pandemic","Influenza","Service to Admission",-680,NA
"499","Non-pandemic","Influenza","Service to Admission",-679,NA
"500","Non-pandemic","Influenza","Service to Admission",-678,NA
"501","Non-pandemic","Influenza","Service to Admission",-677,NA
"502","Non-pandemic","Influenza","Service to Admission",-676,NA
"503","Non-pandemic","Influenza","Service to Admission",-675,NA
"504","Non-pandemic","Influenza","Service to Admission",-674,NA
"505","Non-pandemic","Influenza","Service to Admission",-673,NA
"506","Non-pandemic","Influenza","Service to Admission",-672,NA
"507","Non-pandemic","Influenza","Service to Admission",-671,NA
"508","Non-pandemic","Influenza","Service to Admission",-670,NA
"509","Non-pandemic","Influenza","Service to Admission",-669,NA
"510","Non-pandemic","Influenza","Service to Admission",-668,NA
"511","Non-pandemic","Influenza","Service to Admission",-667,NA
"512","Non-pandemic","Influenza","Service to Admission",-666,NA
"513","Non-pandemic","Influenza","Service to Admission",-665,NA
"514","Non-pandemic","Influenza","Service to Admission",-664,NA
"515","Non-pandemic","Influenza","Service to Admission",-663,NA
"516","Non-pandemic","Influenza","Service to Admission",-662,NA
"517","Non-pandemic","Influenza","Service to Admission",-661,NA
"518","Non-pandemic","Influenza","Service to Admission",-660,NA
"519","Non-pandemic","Influenza","Service to Admission",-659,NA
"520","Non-pandemic","Influenza","Service to Admission",-658,NA
"521","Non-pandemic","Influenza","Service to Admission",-657,NA
"522","Non-pandemic","Influenza","Service to Admission",-656,NA
"523","Non-pandemic","Influenza","Service to Admission",-655,NA
"524","Non-pandemic","Influenza","Service to Admission",-654,NA
"525","Non-pandemic","Influenza","Service to Admission",-653,NA
"526","Non-pandemic","Influenza","Service to Admission",-652,NA
"527","Non-pandemic","Influenza","Service to Admission",-651,NA
"528","Non-pandemic","Influenza","Service to Admission",-650,NA
"529","Non-pandemic","Influenza","Service to Admission",-649,NA
"530","Non-pandemic","Influenza","Service to Admission",-648,NA
"531","Non-pandemic","Influenza","Service to Admission",-647,NA
"532","Non-pandemic","Influenza","Service to Admission",-646,NA
"533","Non-pandemic","Influenza","Service to Admission",-645,NA
"534","Non-pandemic","Influenza","Service to Admission",-644,NA
"535","Non-pandemic","Influenza","Service to Admission",-643,NA
"536","Non-pandemic","Influenza","Service to Admission",-642,NA
"537","Non-pandemic","Influenza","Service to Admission",-641,NA
"538","Non-pandemic","Influenza","Service to Admission",-640,NA
"539","Non-pandemic","Influenza","Service to Admission",-639,NA
"540","Non-pandemic","Influenza","Service to Admission",-638,NA
"541","Non-pandemic","Influenza","Service to Admission",-637,NA
"542","Non-pandemic","Influenza","Service to Admission",-636,NA
"543","Non-pandemic","Influenza","Service to Admission",-635,NA
"544","Non-pandemic","Influenza","Service to Admission",-634,NA
"545","Non-pandemic","Influenza","Service to Admission",-633,NA
"546","Non-pandemic","Influenza","Service to Admission",-632,NA
"547","Non-pandemic","Influenza","Service to Admission",-631,NA
"548","Non-pandemic","Influenza","Service to Admission",-630,NA
"549","Non-pandemic","Influenza","Service to Admission",-629,NA
"550","Non-pandemic","Influenza","Service to Admission",-628,NA
"551","Non-pandemic","Influenza","Service to Admission",-627,NA
"552","Non-pandemic","Influenza","Service to Admission",-626,NA
"553","Non-pandemic","Influenza","Service to Admission",-625,NA
"554","Non-pandemic","Influenza","Service to Admission",-624,NA
"555","Non-pandemic","Influenza","Service to Admission",-623,NA
"556","Non-pandemic","Influenza","Service to Admission",-622,NA
"557","Non-pandemic","Influenza","Service to Admission",-621,NA
"558","Non-pandemic","Influenza","Service to Admission",-620,NA
"559","Non-pandemic","Influenza","Service to Admission",-619,NA
"560","Non-pandemic","Influenza","Service to Admission",-618,NA
"561","Non-pandemic","Influenza","Service to Admission",-617,NA
"562","Non-pandemic","Influenza","Service to Admission",-616,NA
"563","Non-pandemic","Influenza","Service to Admission",-615,NA
"564","Non-pandemic","Influenza","Service to Admission",-614,NA
"565","Non-pandemic","Influenza","Service to Admission",-613,NA
"566","Non-pandemic","Influenza","Service to Admission",-612,NA
"567","Non-pandemic","Influenza","Service to Admission",-611,NA
"568","Non-pandemic","Influenza","Service to Admission",-610,NA
"569","Non-pandemic","Influenza","Service to Admission",-609,NA
"570","Non-pandemic","Influenza","Service to Admission",-608,NA
"571","Non-pandemic","Influenza","Service to Admission",-607,NA
"572","Non-pandemic","Influenza","Service to Admission",-606,NA
"573","Non-pandemic","Influenza","Service to Admission",-605,NA
"574","Non-pandemic","Influenza","Service to Admission",-604,NA
"575","Non-pandemic","Influenza","Service to Admission",-603,NA
"576","Non-pandemic","Influenza","Service to Admission",-602,NA
"577","Non-pandemic","Influenza","Service to Admission",-601,NA
"578","Non-pandemic","Influenza","Service to Admission",-600,NA
"579","Non-pandemic","Influenza","Service to Admission",-599,NA
"580","Non-pandemic","Influenza","Service to Admission",-598,NA
"581","Non-pandemic","Influenza","Service to Admission",-597,NA
"582","Non-pandemic","Influenza","Service to Admission",-596,NA
"583","Non-pandemic","Influenza","Service to Admission",-595,NA
"584","Non-pandemic","Influenza","Service to Admission",-594,NA
"585","Non-pandemic","Influenza","Service to Admission",-593,NA
"586","Non-pandemic","Influenza","Service to Admission",-592,NA
"587","Non-pandemic","Influenza","Service to Admission",-591,NA
"588","Non-pandemic","Influenza","Service to Admission",-590,NA
"589","Non-pandemic","Influenza","Service to Admission",-589,NA
"590","Non-pandemic","Influenza","Service to Admission",-588,NA
"591","Non-pandemic","Influenza","Service to Admission",-587,NA
"592","Non-pandemic","Influenza","Service to Admission",-586,NA
"593","Non-pandemic","Influenza","Service to Admission",-585,NA
"594","Non-pandemic","Influenza","Service to Admission",-584,NA
"595","Non-pandemic","Influenza","Service to Admission",-583,NA
"596","Non-pandemic","Influenza","Service to Admission",-582,NA
"597","Non-pandemic","Influenza","Service to Admission",-581,NA
"598","Non-pandemic","Influenza","Service to Admission",-580,NA
"599","Non-pandemic","Influenza","Service to Admission",-579,NA
"600","Non-pandemic","Influenza","Service to Admission",-578,NA
"601","Non-pandemic","Influenza","Service to Admission",-577,NA
"602","Non-pandemic","Influenza","Service to Admission",-576,NA
"603","Non-pandemic","Influenza","Service to Admission",-575,NA
"604","Non-pandemic","Influenza","Service to Admission",-574,NA
"605","Non-pandemic","Influenza","Service to Admission",-573,NA
"606","Non-pandemic","Influenza","Service to Admission",-572,NA
"607","Non-pandemic","Influenza","Service to Admission",-571,NA
"608","Non-pandemic","Influenza","Service to Admission",-570,NA
"609","Non-pandemic","Influenza","Service to Admission",-569,NA
"610","Non-pandemic","Influenza","Service to Admission",-568,NA
"611","Non-pandemic","Influenza","Service to Admission",-567,NA
"612","Non-pandemic","Influenza","Service to Admission",-566,NA
"613","Non-pandemic","Influenza","Service to Admission",-565,NA
"614","Non-pandemic","Influenza","Service to Admission",-564,NA
"615","Non-pandemic","Influenza","Service to Admission",-563,NA
"616","Non-pandemic","Influenza","Service to Admission",-562,NA
"617","Non-pandemic","Influenza","Service to Admission",-561,NA
"618","Non-pandemic","Influenza","Service to Admission",-560,NA
"619","Non-pandemic","Influenza","Service to Admission",-559,NA
"620","Non-pandemic","Influenza","Service to Admission",-558,NA
"621","Non-pandemic","Influenza","Service to Admission",-557,NA
"622","Non-pandemic","Influenza","Service to Admission",-556,NA
"623","Non-pandemic","Influenza","Service to Admission",-555,NA
"624","Non-pandemic","Influenza","Service to Admission",-554,NA
"625","Non-pandemic","Influenza","Service to Admission",-553,NA
"626","Non-pandemic","Influenza","Service to Admission",-552,NA
"627","Non-pandemic","Influenza","Service to Admission",-551,NA
"628","Non-pandemic","Influenza","Service to Admission",-550,NA
"629","Non-pandemic","Influenza","Service to Admission",-549,NA
"630","Non-pandemic","Influenza","Service to Admission",-548,NA
"631","Non-pandemic","Influenza","Service to Admission",-547,NA
"632","Non-pandemic","Influenza","Service to Admission",-546,NA
"633","Non-pandemic","Influenza","Service to Admission",-545,NA
"634","Non-pandemic","Influenza","Service to Admission",-544,NA
"635","Non-pandemic","Influenza","Service to Admission",-543,NA
"636","Non-pandemic","Influenza","Service to Admission",-542,NA
"637","Non-pandemic","Influenza","Service to Admission",-541,NA
"638","Non-pandemic","Influenza","Service to Admission",-540,NA
"639","Non-pandemic","Influenza","Service to Admission",-539,NA
"640","Non-pandemic","Influenza","Service to Admission",-538,NA
"641","Non-pandemic","Influenza","Service to Admission",-537,NA
"642","Non-pandemic","Influenza","Service to Admission",-536,NA
"643","Non-pandemic","Influenza","Service to Admission",-535,NA
"644","Non-pandemic","Influenza","Service to Admission",-534,NA
"645","Non-pandemic","Influenza","Service to Admission",-533,NA
"646","Non-pandemic","Influenza","Service to Admission",-532,NA
"647","Non-pandemic","Influenza","Service to Admission",-531,NA
"648","Non-pandemic","Influenza","Service to Admission",-530,NA
"649","Non-pandemic","Influenza","Service to Admission",-529,NA
"650","Non-pandemic","Influenza","Service to Admission",-528,NA
"651","Non-pandemic","Influenza","Service to Admission",-527,NA
"652","Non-pandemic","Influenza","Service to Admission",-526,NA
"653","Non-pandemic","Influenza","Service to Admission",-525,NA
"654","Non-pandemic","Influenza","Service to Admission",-524,NA
"655","Non-pandemic","Influenza","Service to Admission",-523,NA
"656","Non-pandemic","Influenza","Service to Admission",-522,NA
"657","Non-pandemic","Influenza","Service to Admission",-521,NA
"658","Non-pandemic","Influenza","Service to Admission",-520,NA
"659","Non-pandemic","Influenza","Service to Admission",-519,NA
"660","Non-pandemic","Influenza","Service to Admission",-518,NA
"661","Non-pandemic","Influenza","Service to Admission",-517,NA
"662","Non-pandemic","Influenza","Service to Admission",-516,NA
"663","Non-pandemic","Influenza","Service to Admission",-515,NA
"664","Non-pandemic","Influenza","Service to Admission",-514,NA
"665","Non-pandemic","Influenza","Service to Admission",-513,NA
"666","Non-pandemic","Influenza","Service to Admission",-512,NA
"667","Non-pandemic","Influenza","Service to Admission",-511,NA
"668","Non-pandemic","Influenza","Service to Admission",-510,NA
"669","Non-pandemic","Influenza","Service to Admission",-509,NA
"670","Non-pandemic","Influenza","Service to Admission",-508,NA
"671","Non-pandemic","Influenza","Service to Admission",-507,NA
"672","Non-pandemic","Influenza","Service to Admission",-506,NA
"673","Non-pandemic","Influenza","Service to Admission",-505,NA
"674","Non-pandemic","Influenza","Service to Admission",-504,NA
"675","Non-pandemic","Influenza","Service to Admission",-503,NA
"676","Non-pandemic","Influenza","Service to Admission",-502,NA
"677","Non-pandemic","Influenza","Service to Admission",-501,NA
"678","Non-pandemic","Influenza","Service to Admission",-500,NA
"679","Non-pandemic","Influenza","Service to Admission",-499,NA
"680","Non-pandemic","Influenza","Service to Admission",-498,NA
"681","Non-pandemic","Influenza","Service to Admission",-497,NA
"682","Non-pandemic","Influenza","Service to Admission",-496,NA
"683","Non-pandemic","Influenza","Service to Admission",-495,NA
"684","Non-pandemic","Influenza","Service to Admission",-494,NA
"685","Non-pandemic","Influenza","Service to Admission",-493,NA
"686","Non-pandemic","Influenza","Service to Admission",-492,NA
"687","Non-pandemic","Influenza","Service to Admission",-491,NA
"688","Non-pandemic","Influenza","Service to Admission",-490,NA
"689","Non-pandemic","Influenza","Service to Admission",-489,NA
